# generated by cr_sim.data.engagement -- regenerate, do not hand-edit
# head-on 1v1 at tournament standard. free_hits is what the longer-ranged unit lands before the other closes.
a,b,winner,a_hits,b_hits,seconds,free_hits,untouched,note
IceWizard,Musketeer,b,1,4,3.30,2,,
IceWizard,Musketeer_EV1,b,1,4,3.30,2,,
IceWizard,Pekka,b,4,1,7.03,0,,
IceWizard,Phoenix,b,4,4,7.30,0,,
IceWizard,Prince,b,3,2,6.20,0,,
IceWizard,PrincessTower,b,2,8,5.60,4,,
IceWizard,RageBarbarian,b,2,3,4.40,0,,
IceWizard,RamRider,a,20,0,33.50,20,yes,b cannot target a
IceWizard,RascalGirl,a,3,4,4.60,0,,
IceWizard,Rascals,b,6,4,10.30,0,,
IceWizard,Ronin,b,3,2,5.27,0,,
IceWizard,RoyalGiant,a,36,0,60.70,36,yes,b cannot target a
IceWizard,RoyalHogs,a,10,0,16.50,10,yes,b cannot target a
IceWizard,RoyalRecruits,b,6,6,11.20,0,,
IceWizard,SkeletonArmy,a,1,0,1.20,1,yes,
IceWizard,SkeletonDragons,b,6,5,10.93,0,,
IceWizard,SkeletonKing,b,6,4,10.40,0,,
IceWizard,SkeletonWarriors,a,4,4,6.30,2,,
IceWizard,Skeletons,a,1,0,1.20,1,yes,
IceWizard,SpearGoblins,a,2,1,2.90,1,,
IceWizard,Tesla,b,2,4,4.00,1,,
IceWizard,ThreeMusketeers,b,2,4,4.60,1,,
IceWizard,Valkyrie,b,5,3,8.70,0,,
IceWizard,Wallbreakers,a,4,0,6.30,4,yes,b cannot target a
IceWizard,Witch,b,3,6,5.90,1,,
IceWizard,WitchMother,b,3,6,5.70,1,,
IceWizard,Wizard,b,2,3,3.80,1,,
IceWizard,Wizard_EV1,b,2,3,3.80,1,,
IceWizard,Xbow,b,0,12,4.40,12,yes,
IceWizard,ZapMachine,b,2,1,3.67,0,,
IceWizard,goblinstein_doctor,b,6,6,10.30,0,,
InfernoDragon,InfernoTower,b,1,8,4.00,7,,
InfernoDragon,KingTower,a,16,11,10.70,0,,
InfernoDragon,Knight,a,10,0,4.80,10,yes,b cannot target a
InfernoDragon,LavaHound,a,14,0,6.40,14,yes,b cannot target a
InfernoDragon,LavaPups,a,4,0,2.40,4,yes,
InfernoDragon,LittlePrince,a,8,5,6.00,0,,
InfernoDragon,MegaKnight,a,15,0,6.80,15,yes,b cannot target a
InfernoDragon,MegaMinion,a,8,1,4.00,5,,
InfernoDragon,MightyMiner,a,11,0,5.20,11,yes,b cannot target a
InfernoDragon,Miner,a,9,0,4.40,9,yes,b cannot target a
InfernoDragon,MiniPekka,a,9,0,4.40,9,yes,b cannot target a
InfernoDragon,MiniSparkys,a,6,2,4.20,0,,
InfernoDragon,MinionHorde,a,4,1,2.40,1,,
InfernoDragon,Minions,a,4,1,2.40,1,,
InfernoDragon,Monk,a,11,0,5.20,11,yes,b cannot target a
InfernoDragon,Mortar,a,9,0,12.40,9,yes,b cannot target a
InfernoDragon,MovingCannon,a,10,0,6.80,10,yes,b cannot target a
InfernoDragon,Musketeer,b,5,6,5.30,4,,
InfernoDragon,Musketeer_EV1,b,5,6,5.30,4,,
InfernoDragon,Pekka,a,15,0,6.80,15,yes,b cannot target a
InfernoDragon,Phoenix,a,8,2,4.00,3,,
InfernoDragon,Prince,a,10,0,4.80,10,yes,b cannot target a
InfernoDragon,PrincessTower,a,12,13,9.60,0,,
InfernoDragon,RageBarbarian,a,9,0,4.40,9,yes,b cannot target a
InfernoDragon,RamRider,a,10,0,4.80,10,yes,b cannot target a
InfernoDragon,RascalGirl,a,4,4,3.90,0,,
InfernoDragon,Rascals,a,10,0,4.80,10,yes,b cannot target a
InfernoDragon,Ronin,a,10,0,4.80,10,yes,b cannot target a
InfernoDragon,RoyalGiant,a,13,0,7.50,13,yes,b cannot target a
InfernoDragon,RoyalHogs,a,8,0,4.00,8,yes,b cannot target a
InfernoDragon,RoyalRecruits,a,8,0,4.00,8,yes,b cannot target a
InfernoDragon,SkeletonArmy,a,3,0,2.00,3,yes,b cannot target a
InfernoDragon,SkeletonDragons,a,7,2,3.60,2,,
InfernoDragon,SkeletonKing,a,11,0,5.20,11,yes,b cannot target a
InfernoDragon,SkeletonWarriors,a,5,0,2.80,5,yes,b cannot target a
InfernoDragon,Skeletons,a,3,0,2.00,3,yes,b cannot target a
InfernoDragon,SpearGoblins,a,3,2,3.50,0,,
InfernoDragon,Tesla,b,8,6,6.20,3,,
InfernoDragon,ThreeMusketeers,a,8,5,6.50,0,,
InfernoDragon,Valkyrie,a,10,0,4.80,10,yes,b cannot target a
InfernoDragon,Wallbreakers,a,5,0,2.80,5,yes,b cannot target a
InfernoDragon,Witch,a,8,6,6.00,0,,
InfernoDragon,WitchMother,a,6,5,5.20,0,,
InfernoDragon,Wizard,a,8,4,6.00,0,,
InfernoDragon,Wizard_EV1,a,8,4,6.00,0,,
InfernoDragon,Xbow,a,10,0,12.80,10,yes,b cannot target a
InfernoDragon,ZapMachine,a,9,0,5.90,9,yes,b cannot target a
InfernoDragon,goblinstein_doctor,a,8,3,6.00,0,,
InfernoTower,KingTower,b,0,19,18.50,19,yes,a is out-reached and cannot close
InfernoTower,Knight,a,9,0,4.40,9,yes,
InfernoTower,LavaHound,a,11,2,5.20,7,,
InfernoTower,LavaPups,a,3,0,2.00,3,yes,
InfernoTower,LittlePrince,a,6,2,3.20,1,,
InfernoTower,MegaKnight,a,11,0,5.20,11,yes,
InfernoTower,MegaMinion,a,7,0,3.60,7,yes,
InfernoTower,MightyMiner,a,9,0,4.40,9,yes,
InfernoTower,Miner,a,8,1,4.00,8,,
InfernoTower,MiniPekka,a,8,0,4.00,8,yes,
InfernoTower,MiniSparkys,a,5,0,2.80,5,yes,
InfernoTower,MinionHorde,a,3,0,2.00,3,yes,
InfernoTower,Minions,a,3,0,2.00,3,yes,
InfernoTower,Monk,a,9,0,4.40,9,yes,
InfernoTower,Mortar,b,0,7,31.90,7,yes,a is out-reached and cannot close
InfernoTower,MovingCannon,a,9,4,4.40,0,,
InfernoTower,Musketeer,a,7,4,3.60,0,,
InfernoTower,Musketeer_EV1,a,7,4,3.60,0,,
InfernoTower,Pekka,a,11,0,5.20,11,yes,
InfernoTower,Phoenix,a,8,0,4.00,8,yes,
InfernoTower,Prince,a,9,0,4.40,9,yes,
InfernoTower,PrincessTower,b,0,19,14.40,19,yes,a is out-reached and cannot close
InfernoTower,RageBarbarian,a,8,2,4.00,5,,
InfernoTower,RamRider,a,9,0,4.40,9,yes,
InfernoTower,RascalGirl,a,4,1,2.40,1,,
InfernoTower,Rascals,a,9,0,4.40,9,yes,
InfernoTower,Ronin,a,9,1,4.40,8,,
InfernoTower,RoyalGiant,a,10,2,4.80,3,,
InfernoTower,RoyalHogs,a,7,1,3.60,6,,
InfernoTower,RoyalRecruits,a,7,0,3.60,7,yes,
InfernoTower,SkeletonArmy,a,2,0,1.60,2,yes,
InfernoTower,SkeletonDragons,a,5,0,2.80,5,yes,
InfernoTower,SkeletonKing,a,9,0,4.40,9,yes,
InfernoTower,SkeletonWarriors,a,5,0,2.80,5,yes,
InfernoTower,Skeletons,a,2,0,1.60,2,yes,
InfernoTower,SpearGoblins,a,3,1,2.00,2,,
InfernoTower,Tesla,a,8,0,4.00,8,yes,b is out-reached and cannot close
InfernoTower,ThreeMusketeers,a,8,3,4.00,0,,
InfernoTower,Valkyrie,a,9,0,4.40,9,yes,
InfernoTower,Wallbreakers,a,4,0,2.40,4,yes,
InfernoTower,Witch,a,7,3,3.60,0,,
InfernoTower,WitchMother,a,5,2,2.80,1,,
InfernoTower,Wizard,a,7,2,3.60,1,,
InfernoTower,Wizard_EV1,a,8,2,4.00,1,,
InfernoTower,Xbow,b,0,31,12.00,31,yes,a is out-reached and cannot close
InfernoTower,ZapMachine,a,8,0,4.00,8,yes,
InfernoTower,goblinstein_doctor,a,7,2,3.60,2,,
KingTower,Knight,a,20,11,19.50,7,,
KingTower,LavaHound,a,39,26,38.50,5,,
KingTower,LavaPups,a,3,0,2.50,3,yes,
KingTower,LittlePrince,a,8,5,7.50,2,,
KingTower,MegaKnight,b,33,16,32.50,0,,
KingTower,MegaMinion,a,10,3,9.50,7,,
KingTower,MightyMiner,b,13,17,12.50,0,,
KingTower,Miner,a,14,7,13.50,5,,
KingTower,MiniPekka,b,13,6,13.23,0,,
KingTower,MiniSparkys,a,6,1,5.50,4,,
KingTower,MinionHorde,a,3,0,2.50,3,yes,
KingTower,Minions,a,3,0,2.50,3,yes,
KingTower,Monk,a,25,23,24.50,6,,
KingTower,Mortar,b,0,16,74.20,16,yes,a is out-reached and cannot close
KingTower,MovingCannon,b,19,20,19.00,0,,
KingTower,Musketeer,a,8,7,7.50,1,,
KingTower,Musketeer_EV1,a,8,7,7.50,1,,
KingTower,Pekka,b,18,6,18.03,0,,
KingTower,Phoenix,a,12,6,11.50,6,,
KingTower,Prince,b,20,11,20.30,0,,
KingTower,PrincessTower,b,0,46,36.00,46,yes,a is out-reached and cannot close
KingTower,RageBarbarian,a,14,13,13.50,4,,
KingTower,RamRider,a,20,8,19.50,7,,
KingTower,RascalGirl,a,3,1,2.50,3,,
KingTower,Rascals,a,20,9,19.50,7,,
KingTower,Ronin,a,20,11,19.50,5,,
KingTower,RoyalGiant,b,27,14,26.97,0,,
KingTower,RoyalHogs,a,10,5,9.50,4,,
KingTower,RoyalRecruits,a,9,2,8.50,6,,
KingTower,SkeletonArmy,a,1,0,0.50,1,yes,
KingTower,SkeletonDragons,a,7,2,6.50,4,,
KingTower,SkeletonKing,a,25,11,24.50,7,,
KingTower,SkeletonWarriors,a,4,0,3.50,4,yes,
KingTower,Skeletons,a,1,0,0.50,1,yes,
KingTower,SpearGoblins,a,2,0,1.50,2,yes,
KingTower,Tesla,a,13,0,12.50,13,yes,b is out-reached and cannot close
KingTower,ThreeMusketeers,a,10,7,9.50,2,,
KingTower,Valkyrie,a,21,9,20.50,7,,
KingTower,Wallbreakers,a,4,0,3.50,4,yes,
KingTower,Witch,a,10,7,9.50,2,,
KingTower,WitchMother,a,6,4,5.50,2,,
KingTower,Wizard,a,9,5,8.50,3,,
KingTower,Wizard_EV1,a,12,7,11.50,3,,
KingTower,Xbow,b,0,73,28.80,73,yes,a is out-reached and cannot close
KingTower,ZapMachine,a,16,3,15.50,6,,
KingTower,goblinstein_doctor,a,8,3,7.50,3,,
Knight,LavaHound,neither,0,0,0.00,0,,neither can target the other
Knight,LavaPups,b,0,22,36.40,22,yes,a cannot target b
Knight,LittlePrince,a,4,7,8.60,0,,
Knight,MegaKnight,b,9,7,11.40,0,,
Knight,MegaMinion,b,0,6,8.60,6,yes,a cannot target b
Knight,MightyMiner,b,4,11,4.70,1,,
Knight,Miner,a,6,5,6.70,1,,
Knight,MiniPekka,b,4,3,4.57,0,,
Knight,MiniSparkys,a,3,3,6.40,0,,
Knight,MinionHorde,b,0,17,19.90,17,yes,a cannot target b
Knight,Minions,b,0,17,19.90,17,yes,a cannot target b
Knight,Monk,b,8,13,10.20,1,,
Knight,Mortar,a,7,4,18.20,0,,
Knight,MovingCannon,b,3,9,7.60,6,,
Knight,Musketeer,b,3,9,8.30,6,,
Knight,Musketeer_EV1,b,3,9,8.30,6,,
Knight,Pekka,b,4,3,4.90,0,,
Knight,Phoenix,b,0,9,8.40,9,yes,a cannot target b
Knight,Prince,b,5,5,6.50,1,,
Knight,PrincessTower,b,7,20,15.20,9,,
Knight,RageBarbarian,b,4,7,5.45,1,,
Knight,RamRider,a,9,0,10.30,9,yes,b cannot target a
Knight,RascalGirl,a,2,6,5.70,0,,
Knight,Rascals,a,10,7,11.50,1,,
Knight,Ronin,b,5,5,6.60,0,,
Knight,RoyalGiant,a,16,0,22.50,16,yes,b cannot target a
Knight,RoyalHogs,a,5,0,5.50,5,yes,b cannot target a
Knight,RoyalRecruits,a,5,4,5.90,0,,
Knight,SkeletonArmy,a,1,0,0.70,1,yes,
Knight,SkeletonDragons,b,0,12,23.60,12,yes,a cannot target b
Knight,SkeletonKing,a,12,8,13.90,1,,
Knight,SkeletonWarriors,a,3,4,3.50,0,,
Knight,Skeletons,a,1,0,0.70,1,yes,
Knight,SpearGoblins,a,1,3,4.50,0,,
Knight,Tesla,b,4,9,9.50,4,,
Knight,ThreeMusketeers,a,5,8,10.30,0,,
Knight,Valkyrie,b,9,7,10.40,0,,
Knight,Wallbreakers,a,2,0,1.90,2,yes,b cannot target a
Knight,Witch,a,5,9,9.80,0,,
Knight,WitchMother,a,3,7,7.40,0,,
Knight,Wizard,a,4,6,8.60,0,,
Knight,Wizard_EV1,b,4,7,9.40,3,,
Knight,Xbow,b,1,31,12.00,28,,
Knight,ZapMachine,b,3,2,7.00,1,,
Knight,goblinstein_doctor,a,4,5,8.60,0,,
LavaHound,LavaPups,b,0,45,77.40,45,yes,a cannot target b
LavaHound,LittlePrince,b,0,35,41.60,35,yes,a cannot target b
LavaHound,MegaKnight,neither,0,0,0.00,0,,neither can target the other
LavaHound,MegaMinion,b,0,12,19.50,12,yes,a cannot target b
LavaHound,MightyMiner,neither,0,0,0.00,0,,neither can target the other
LavaHound,Miner,neither,0,0,0.00,0,,neither can target the other
LavaHound,MiniPekka,neither,0,0,0.00,0,,neither can target the other
LavaHound,MiniSparkys,b,0,31,67.40,31,yes,a cannot target b
LavaHound,MinionHorde,b,0,34,40.97,34,yes,a cannot target b
LavaHound,Minions,b,0,34,40.97,34,yes,a cannot target b
LavaHound,Monk,neither,0,0,0.00,0,,neither can target the other
LavaHound,Mortar,a,26,0,43.47,26,yes,b cannot target a
LavaHound,MovingCannon,neither,0,0,0.00,0,,neither can target the other
LavaHound,Musketeer,b,0,17,16.30,17,yes,a cannot target b
LavaHound,Musketeer_EV1,b,0,17,16.30,17,yes,a cannot target b
LavaHound,Pekka,neither,0,0,0.00,0,,neither can target the other
LavaHound,Phoenix,b,0,17,18.30,17,yes,a cannot target b
LavaHound,Prince,neither,0,0,0.00,0,,neither can target the other
LavaHound,PrincessTower,b,20,39,30.40,8,,
LavaHound,RageBarbarian,neither,0,0,0.00,0,,neither can target the other
LavaHound,RamRider,neither,0,0,0.00,0,,neither can target the other
LavaHound,RascalGirl,b,0,29,28.50,29,yes,a cannot target b
LavaHound,Rascals,neither,0,0,0.00,0,,neither can target the other
LavaHound,Ronin,neither,0,0,0.00,0,,neither can target the other
LavaHound,RoyalGiant,neither,0,0,0.00,0,,neither can target the other
LavaHound,RoyalHogs,neither,0,0,0.00,0,,neither can target the other
LavaHound,RoyalRecruits,neither,0,0,0.00,0,,neither can target the other
LavaHound,SkeletonArmy,neither,0,0,0.00,0,,neither can target the other
LavaHound,SkeletonDragons,b,0,24,47.60,24,yes,a cannot target b
LavaHound,SkeletonKing,neither,0,0,0.00,0,,neither can target the other
LavaHound,SkeletonWarriors,neither,0,0,0.00,0,,neither can target the other
LavaHound,Skeletons,neither,0,0,0.00,0,,neither can target the other
LavaHound,SpearGoblins,b,0,45,71.50,45,yes,a cannot target b
LavaHound,Tesla,b,12,17,18.30,3,,
LavaHound,ThreeMusketeers,b,0,18,22.80,18,yes,a cannot target b
LavaHound,Valkyrie,neither,0,0,0.00,0,,neither can target the other
LavaHound,Wallbreakers,neither,0,0,0.00,0,,neither can target the other
LavaHound,Witch,b,0,27,29.00,27,yes,a cannot target b
LavaHound,WitchMother,b,0,27,26.70,27,yes,a cannot target b
LavaHound,Wizard,b,0,13,17.80,13,yes,a cannot target b
LavaHound,Wizard_EV1,b,0,13,17.80,13,yes,a cannot target b
LavaHound,Xbow,a,31,0,49.97,31,yes,b cannot target a
LavaHound,ZapMachine,neither,0,0,0.00,0,,neither can target the other
LavaHound,goblinstein_doctor,b,0,27,48.10,27,yes,a cannot target b
LavaPups,LittlePrince,b,0,3,3.20,3,yes,
LavaPups,MegaKnight,a,50,0,84.00,50,yes,b cannot target a
LavaPups,MegaMinion,b,1,1,1.10,0,,
LavaPups,MightyMiner,a,28,0,46.60,28,yes,b cannot target a
LavaPups,Miner,a,15,0,24.50,15,yes,b cannot target a
LavaPups,MiniPekka,a,18,0,29.60,18,yes,b cannot target a
LavaPups,MiniSparkys,b,1,2,3.60,1,,
LavaPups,MinionHorde,b,1,3,3.10,1,,
LavaPups,Minions,b,1,3,3.10,1,,
LavaPups,Monk,a,28,0,46.60,28,yes,b cannot target a
LavaPups,Mortar,a,17,0,37.80,17,yes,b cannot target a
LavaPups,MovingCannon,a,23,0,42.00,23,yes,b cannot target a
LavaPups,Musketeer,b,0,1,0.30,1,yes,
LavaPups,Musketeer_EV1,b,0,1,0.30,1,yes,
LavaPups,Pekka,a,47,0,78.90,47,yes,b cannot target a
LavaPups,Phoenix,b,0,1,0.40,1,yes,
LavaPups,Prince,a,24,0,39.80,24,yes,b cannot target a
LavaPups,PrincessTower,b,0,3,1.60,3,yes,
LavaPups,RageBarbarian,a,16,0,26.20,16,yes,b cannot target a
LavaPups,RamRider,a,22,0,36.40,22,yes,b cannot target a
LavaPups,RascalGirl,b,0,2,1.50,2,yes,
LavaPups,Rascals,a,23,0,38.10,23,yes,b cannot target a
LavaPups,Ronin,a,22,0,36.40,22,yes,b cannot target a
LavaPups,RoyalGiant,a,40,0,70.40,40,yes,b cannot target a
LavaPups,RoyalHogs,a,11,0,17.70,11,yes,b cannot target a
LavaPups,RoyalRecruits,a,10,0,16.00,10,yes,b cannot target a
LavaPups,SkeletonArmy,a,1,0,0.70,1,yes,b cannot target a
LavaPups,SkeletonDragons,b,1,2,3.60,1,,
LavaPups,SkeletonKing,a,29,0,48.30,29,yes,b cannot target a
LavaPups,SkeletonWarriors,a,5,0,7.50,5,yes,b cannot target a
LavaPups,Skeletons,a,1,0,0.70,1,yes,b cannot target a
LavaPups,SpearGoblins,b,1,3,4.30,2,,
LavaPups,Tesla,b,0,1,0.70,1,yes,
LavaPups,ThreeMusketeers,b,0,2,2.00,2,yes,
LavaPups,Valkyrie,a,24,0,39.80,24,yes,b cannot target a
LavaPups,Wallbreakers,a,5,0,7.50,5,yes,b cannot target a
LavaPups,Witch,b,0,2,1.50,2,yes,
LavaPups,WitchMother,b,0,2,1.70,2,yes,
LavaPups,Wizard,b,0,1,1.00,1,yes,
LavaPups,Wizard_EV1,b,0,1,1.00,1,yes,
LavaPups,Xbow,a,20,0,42.90,20,yes,b cannot target a
LavaPups,ZapMachine,a,18,0,33.00,18,yes,b cannot target a
LavaPups,goblinstein_doctor,b,0,2,3.10,2,yes,
LittlePrince,MegaKnight,b,7,3,8.90,0,,
LittlePrince,MegaMinion,b,7,3,8.00,0,,
LittlePrince,MightyMiner,b,6,7,7.00,0,,
LittlePrince,Miner,b,6,4,7.57,0,,
LittlePrince,MiniPekka,b,3,1,4.23,0,,
LittlePrince,MiniSparkys,a,6,3,6.80,2,,
LittlePrince,MinionHorde,a,3,1,3.20,2,,
LittlePrince,Minions,a,3,1,3.20,2,,
LittlePrince,Monk,b,7,5,8.10,0,,
LittlePrince,Mortar,b,6,3,13.10,1,,
LittlePrince,MovingCannon,b,2,4,3.10,1,,
LittlePrince,Musketeer,b,2,4,3.30,1,,
LittlePrince,Musketeer_EV1,b,2,4,3.30,1,,
LittlePrince,Pekka,b,6,1,7.03,0,,
LittlePrince,Phoenix,b,6,4,7.30,0,,
LittlePrince,Prince,b,5,2,6.20,0,,
LittlePrince,PrincessTower,b,3,8,5.60,4,,
LittlePrince,RageBarbarian,b,4,3,4.40,0,,
LittlePrince,RamRider,a,17,0,20.00,17,yes,b cannot target a
LittlePrince,RascalGirl,a,3,3,3.20,1,,
LittlePrince,Rascals,b,8,4,10.30,0,,
LittlePrince,Ronin,b,4,2,5.27,0,,
LittlePrince,RoyalGiant,a,31,0,36.80,31,yes,b cannot target a
LittlePrince,RoyalHogs,a,9,0,10.40,9,yes,b cannot target a
LittlePrince,RoyalRecruits,a,9,5,10.40,4,,
LittlePrince,SkeletonArmy,a,1,0,0.80,1,yes,
LittlePrince,SkeletonDragons,a,6,2,6.80,2,,
LittlePrince,SkeletonKing,b,9,4,10.40,0,,
LittlePrince,SkeletonWarriors,a,4,2,4.40,2,,
LittlePrince,Skeletons,a,1,0,0.80,1,yes,
LittlePrince,SpearGoblins,a,2,1,2.00,1,,
LittlePrince,Tesla,b,3,4,4.00,1,,
LittlePrince,ThreeMusketeers,b,3,4,4.60,1,,
LittlePrince,Valkyrie,b,7,3,8.70,0,,
LittlePrince,Wallbreakers,a,4,0,4.40,4,yes,b cannot target a
LittlePrince,Witch,b,5,6,5.90,1,,
LittlePrince,WitchMother,b,5,6,5.70,1,,
LittlePrince,Wizard,b,3,3,3.80,0,,
LittlePrince,Wizard_EV1,b,3,3,3.80,0,,
LittlePrince,Xbow,b,0,13,4.80,13,yes,
LittlePrince,ZapMachine,b,3,1,3.67,0,,
LittlePrince,goblinstein_doctor,a,7,4,8.00,1,,
MegaKnight,MegaMinion,b,0,13,19.10,13,yes,a cannot target b
MegaKnight,MightyMiner,b,4,16,6.70,3,,
MegaKnight,Miner,a,5,6,8.00,0,,
MegaKnight,MiniPekka,b,5,6,9.37,0,,
MegaKnight,MiniSparkys,a,2,3,6.20,0,,
MegaKnight,MinionHorde,b,0,38,45.10,38,yes,a cannot target b
MegaKnight,Minions,b,0,38,45.10,38,yes,a cannot target b
MegaKnight,Monk,a,9,18,14.80,0,,
MegaKnight,Mortar,a,6,4,20.00,0,,
MegaKnight,MovingCannon,a,7,18,15.70,0,,
MegaKnight,Musketeer,a,3,10,9.40,0,,
MegaKnight,Musketeer_EV1,a,3,10,9.40,0,,
MegaKnight,Pekka,b,5,5,8.50,0,,
MegaKnight,Phoenix,b,0,19,18.40,19,yes,a cannot target b
MegaKnight,Prince,a,8,10,13.50,0,,
MegaKnight,PrincessTower,a,10,29,22.80,0,,
MegaKnight,RageBarbarian,a,5,10,8.00,0,,
MegaKnight,RamRider,a,7,0,11.40,7,yes,b cannot target a
MegaKnight,RascalGirl,a,1,5,5.00,0,,
MegaKnight,Rascals,a,7,7,11.40,1,,
MegaKnight,Ronin,a,7,8,11.40,0,,
MegaKnight,RoyalGiant,a,12,0,23.70,12,yes,b cannot target a
MegaKnight,RoyalHogs,a,4,0,6.30,4,yes,b cannot target a
MegaKnight,RoyalRecruits,a,4,5,6.70,0,,
MegaKnight,SkeletonArmy,a,1,1,1.20,0,,
MegaKnight,SkeletonDragons,b,0,27,53.60,27,yes,a cannot target b
MegaKnight,SkeletonKing,a,9,9,14.80,1,,
MegaKnight,SkeletonWarriors,a,2,3,3.30,0,,
MegaKnight,Skeletons,a,1,1,1.20,0,,
MegaKnight,SpearGoblins,a,1,3,5.00,0,,
MegaKnight,Tesla,a,5,11,12.30,0,,
MegaKnight,ThreeMusketeers,a,4,9,11.10,0,,
MegaKnight,Valkyrie,a,8,8,13.10,1,,
MegaKnight,Wallbreakers,a,2,0,2.90,2,yes,b cannot target a
MegaKnight,Witch,a,4,10,10.60,0,,
MegaKnight,WitchMother,a,2,7,7.20,0,,
MegaKnight,Wizard,a,3,6,8.90,0,,
MegaKnight,Wizard_EV1,a,4,7,10.60,0,,
MegaKnight,Xbow,a,6,51,20.00,0,,
MegaKnight,ZapMachine,b,4,3,11.00,1,,
MegaKnight,goblinstein_doctor,a,3,5,8.90,0,,
MegaMinion,MightyMiner,a,8,0,11.60,8,yes,b cannot target a
MegaMinion,Miner,a,4,0,5.60,4,yes,b cannot target a
MegaMinion,MiniPekka,a,5,0,7.10,5,yes,b cannot target a
MegaMinion,MiniSparkys,a,2,2,5.50,0,,
MegaMinion,MinionHorde,a,1,2,2.00,0,,
MegaMinion,Minions,a,1,2,2.00,0,,
MegaMinion,Monk,a,8,0,11.60,8,yes,b cannot target a
MegaMinion,Mortar,a,5,0,17.00,5,yes,b cannot target a
MegaMinion,MovingCannon,a,6,0,12.50,6,yes,b cannot target a
MegaMinion,Musketeer,b,0,4,3.30,4,yes,
MegaMinion,Musketeer_EV1,b,0,4,3.30,4,yes,
MegaMinion,Pekka,a,13,0,19.10,13,yes,b cannot target a
MegaMinion,Phoenix,b,2,4,3.40,1,,
MegaMinion,Prince,a,7,0,10.10,7,yes,b cannot target a
MegaMinion,PrincessTower,b,1,10,7.20,9,,
MegaMinion,RageBarbarian,a,5,0,7.10,5,yes,b cannot target a
MegaMinion,RamRider,a,6,0,8.60,6,yes,b cannot target a
MegaMinion,RascalGirl,a,1,5,4.50,0,,
MegaMinion,Rascals,a,6,0,8.60,6,yes,b cannot target a
MegaMinion,Ronin,a,6,0,8.60,6,yes,b cannot target a
MegaMinion,RoyalGiant,a,11,0,19.50,11,yes,b cannot target a
MegaMinion,RoyalHogs,a,3,0,4.10,3,yes,b cannot target a
MegaMinion,RoyalRecruits,a,3,0,4.10,3,yes,b cannot target a
MegaMinion,SkeletonArmy,a,1,0,1.10,1,yes,b cannot target a
MegaMinion,SkeletonDragons,a,2,2,4.50,0,,
MegaMinion,SkeletonKing,a,8,0,11.60,8,yes,b cannot target a
MegaMinion,SkeletonWarriors,a,2,0,2.60,2,yes,b cannot target a
MegaMinion,Skeletons,a,1,0,1.10,1,yes,b cannot target a
MegaMinion,SpearGoblins,a,1,3,4.50,0,,
MegaMinion,Tesla,b,0,4,4.00,4,yes,
MegaMinion,ThreeMusketeers,b,1,5,5.90,4,,
MegaMinion,Valkyrie,a,7,0,10.10,7,yes,b cannot target a
MegaMinion,Wallbreakers,a,2,0,2.60,2,yes,b cannot target a
MegaMinion,Witch,b,2,7,7.00,5,,
MegaMinion,WitchMother,a,2,6,6.50,0,,
MegaMinion,Wizard,b,0,3,3.80,3,yes,
MegaMinion,Wizard_EV1,b,0,3,3.80,3,yes,
MegaMinion,Xbow,a,6,0,18.50,6,yes,b cannot target a
MegaMinion,ZapMachine,a,5,0,10.50,5,yes,b cannot target a
MegaMinion,goblinstein_doctor,a,3,4,8.00,0,,
MightyMiner,Miner,a,10,3,4.30,1,,
MightyMiner,MiniPekka,a,10,2,4.30,3,,
MightyMiner,MiniSparkys,a,6,2,5.60,0,,
MightyMiner,MinionHorde,b,0,22,25.90,22,yes,a cannot target b
MightyMiner,Minions,b,0,22,25.90,22,yes,a cannot target b
MightyMiner,Monk,a,12,6,5.10,1,,
MightyMiner,Mortar,a,10,3,14.20,0,,
MightyMiner,MovingCannon,a,11,10,8.60,0,,
MightyMiner,Musketeer,a,7,8,7.50,0,,
MightyMiner,Musketeer_EV1,a,7,8,7.50,0,,
MightyMiner,Pekka,b,12,3,5.43,0,,
MightyMiner,Phoenix,b,0,11,10.40,11,yes,a cannot target b
MightyMiner,Prince,a,11,3,4.70,1,,
MightyMiner,PrincessTower,a,13,15,11.40,0,,
MightyMiner,RageBarbarian,a,10,5,4.30,1,,
MightyMiner,RamRider,a,11,0,4.70,11,yes,b cannot target a
MightyMiner,RascalGirl,a,5,6,5.70,0,,
MightyMiner,Rascals,a,11,2,4.70,4,,
MightyMiner,Ronin,a,11,3,4.70,2,,
MightyMiner,RoyalGiant,a,14,0,9.30,14,yes,b cannot target a
MightyMiner,RoyalHogs,a,8,0,3.50,8,yes,b cannot target a
MightyMiner,RoyalRecruits,a,8,3,3.50,1,,
MightyMiner,SkeletonArmy,a,2,0,1.10,2,yes,
MightyMiner,SkeletonDragons,b,0,15,29.60,15,yes,a cannot target b
MightyMiner,SkeletonKing,a,12,3,5.10,3,,
MightyMiner,SkeletonWarriors,a,6,3,2.70,0,,
MightyMiner,Skeletons,a,2,0,1.10,2,yes,
MightyMiner,SpearGoblins,a,4,3,5.30,0,,
MightyMiner,Tesla,a,9,7,7.80,0,,
MightyMiner,ThreeMusketeers,a,8,6,7.90,0,,
MightyMiner,Valkyrie,a,11,2,4.70,3,,
MightyMiner,Wallbreakers,a,5,0,2.30,5,yes,b cannot target a
